"","Point","E","N","Elevation","Code","SurveyID","Year","Period","TagID","RiffleID","Site","TagSize_mm","A_Axis_mm","B_Axis_mm","B_Axis_ft","C_Axis_mm","Gravelometer_mm","Weight_g","Particle_Class","Size_Class","Size_Class2","Distance_ft","Distance_m","Field_Movement","Moved_1PD","Moved_2PD","Hiding","Embedded","Buried","Notes"
"747",1147,2804505.59,1266503.23,7453.4,"PITRCK","Relocate 2022",2021,"Before",230000111658,"2","Riffle 2",32,90,83,0.27230972,56,"90",732,"Cobble","SC1","SC",0.22,0.067056,0,0,0,0,1,0,""
"748",1148,2804504.66,1266497.52,7453.72,"PITRCK","Relocate 2022",2021,"Before",230000111718,"2","Riffle 2",32,85,72,0.23622048,57,"90",509,"Cobble","SC1","SC",0.05,0.01524,0,0,0,0,1,0,""
"749",1149,2804502.83,1266488.41,7454.74,"PITRCK","Relocate 2022",2021,"Before",230000111665,"2","Riffle 2",32,83,68,0.22309712,48,"90",400,"Cobble","SC1","SC",0.11,0.033528,0,0,0,0,0,0,""
"750",1150,2804540.98,1266619.18,7454,"PITRCK","Relocate 2022",2021,"Before",228000607526,"2","Riffle 2",23,117,74,0.24278216,43,"64",561,"Gravel","VCG2","VCG",0.07,0.021336,0,0,0,1,1,0,""
"751",1151,2804539.92,1266613.85,7453.66,"PITRCK","Relocate 2022",2021,"Before",230000111584,"2","Riffle 2",32,145,141,0.46259844,67,"128",2105,"Cobble","SC2","SC",0.14,0.042672,0,0,0,0,1,0,""
"752",1152,2804538.86,1266607.89,7453.96,"PITRCK","Relocate 2022",2021,"Before",230000111512,"2","Riffle 2",32,135,102,0.33464568,78,"128",1872,"Cobble","SC2","SC",0.15,0.04572,0,0,0,0,1,0,""
"753",1153,2804538.7,1266602.27,7454.28,"PITRCK","Relocate 2022",2021,"Before",230000111705,"2","Riffle 2",32,160,84,0.27559056,69,"90",1747,"Cobble","SC1","SC",0.11,0.033528,0,0,0,1,0,0,""
"754",1154,2804535.56,1266595.26,7454.63,"PITRCK","Relocate 2022",2021,"Before",230000111586,"2","Riffle 2",32,135,97,0.31824148,68,"128",1766,"Cobble","SC2","SC",0.09,0.027432,0,0,0,0,0,0,""
"755",1155,2804533.87,1266589.53,7454.5,"PITRCK","Relocate 2022",2021,"Before",228000607561,"2","Riffle 2",23,106,53,0.17388452,49,"64",350,"Gravel","VCG2","VCG",0.04,0.012192,0,0,0,0,0,0,""
"756",1156,2804536.56,1266581.81,7454.41,"PITRCK","Relocate 2022",2021,"Before",230000111553,"2","Riffle 2",32,144,123,0.40354332,55,"128",1551,"Cobble","SC2","SC",0.18,0.054864,0,0,0,0,0,0,""
"757",1157,2804535.05,1266575.25,7454.24,"PITRCK","Relocate 2022",2021,"Before",230000111669,"2","Riffle 2",32,151,137,0.44947508,65,"128",2083,"Cobble","SC2","SC",0.08,0.024384,0,0,0,0,0,0,""
"758",1158,2804532.74,1266570.96,7453.9,"PITRCK","Relocate 2022",2021,"Before",230000111655,"2","Riffle 2",32,107,68,0.22309712,56,"90",697,"Cobble","SC1","SC",0.1,0.03048,0,0,0,0,0,0,""
"759",1159,2804536.2,1266562.79,7453.8,"PITRCK","Relocate 2022",2021,"Before",230000111738,"2","Riffle 2",32,140,110,0.3608924,77,"128",1999,"Cobble","SC2","SC",0.04,0.012192,0,0,0,1,0,0,""
"760",1160,2804535.17,1266559.14,7453.56,"PITRCK","Relocate 2022",2021,"Before",228000607548,"2","Riffle 2",23,67,55,0.1804462,52,"64",344,"Gravel","VCG2","VCG",0.14,0.042672,0,0,0,1,0,0,""
"761",1161,2804535.11,1266551.78,7453.69,"PITRCK","Relocate 2022",2021,"Before",230000111634,"2","Riffle 2",32,367,215,0.7053806,128,"256",16700,"Cobble","LC2","LC",0.1,0.03048,0,0,0,0,0,0,"protruding"
"762",1162,2804533.26,1266545.27,7453.43,"PITRCK","Relocate 2022",2021,"Before",230000111564,"2","Riffle 2",32,109,85,0.2788714,42,"90",747,"Cobble","SC1","SC",0.08,0.024384,0,0,0,0,0,0,""
"763",1163,2804530.41,1266539.82,7453.42,"PITRCK","Relocate 2022",2021,"Before",230000111719,"2","Riffle 2",32,165,110,0.3608924,61,"128",1712,"Cobble","SC2","SC",1.04,0.316992,1,1,1,0,0,0,""
"764",1164,2804531.83,1266536.34,7453.52,"PITRCK","Relocate 2022",2021,"Before",230000111587,"2","Riffle 2",32,320,235,0.7709974,105,"256",11600,"Cobble","LC2","LC",0.05,0.01524,0,0,0,0,0,0,"protruding"
"765",1165,2804529.45,1266530.08,7453.45,"PITRCK","Relocate 2022",2021,"Before",230000111742,"2","Riffle 2",32,111,72,0.23622048,46,"90",646,"Cobble","SC1","SC",1.26,0.384048,1,1,1,0,0,0,""
"766",1166,2804525.58,1266526.57,7453.69,"PITRCK","Relocate 2022",2021,"Before",230000111603,"2","Riffle 2",32,181,125,0.410105,100,"128",3827,"Cobble","SC2","SC",0.09,0.027432,0,0,0,0,0,0,""
"767",1167,2804528.81,1266521.68,7453.62,"PITRCK","Relocate 2022",2021,"Before",228000607538,"2","Riffle 2",23,74,53,0.17388452,22,"64",257,"Gravel","VCG2","VCG",0.14,0.042672,0,0,0,0,0,0,""
"768",1168,2804528.5,1266517.56,7453.77,"PITRCK","Relocate 2022",2021,"Before",230000111664,"2","Riffle 2",32,116,88,0.28871392,67,"90",904,"Cobble","SC1","SC",0.1,0.03048,0,0,0,0,0,0,""
"769",1169,2804527.44,1266513.04,7453.75,"PITRCK","Relocate 2022",2021,"Before",230000111574,"2","Riffle 2",32,122,118,0.38713912,43,"128",1033,"Cobble","SC2","SC",0.06,0.018288,0,0,0,0,0,0,""
"770",1170,2804526.48,1266508.36,7453.83,"PITRCK","Relocate 2022",2021,"Before",230000111585,"2","Riffle 2",32,115,105,0.3444882,33,"90",770,"Cobble","SC1","SC",0.16,0.048768,0,0,0,0,0,0,""
"771",1171,2804526.23,1266503.55,7454.04,"PITRCK","Relocate 2022",2021,"Before",230000111642,"2","Riffle 2",32,190,98,0.32152232,44,"90",1225,"Cobble","SC1","SC",0.05,0.01524,0,0,0,0,0,0,""
"772",1172,2804525.86,1266499.57,7454.24,"PITRCK","Relocate 2022",2021,"Before",230000111652,"2","Riffle 2",32,120,78,0.25590552,71,"90",861,"Cobble","SC1","SC",0.12,0.036576,0,0,0,1,0,0,""
"773",1173,2804526.05,1266494.83,7454.21,"PITRCK","Relocate 2022",2021,"Before",228000607511,"2","Riffle 2",23,120,75,0.246063,50,"64",466,"Gravel","VCG2","VCG",0.1,0.03048,0,0,0,1,0,0,""
"774",1174,2804524.42,1266489.86,7454.56,"PITRCK","Relocate 2022",2021,"Before",230000111660,"2","Riffle 2",32,112,87,0.28543308,57,"90",727,"Cobble","SC1","SC",0.2,0.06096,0,0,0,1,0,0,""
"775",1175,2804558.95,1266615.12,7453.66,"PITRCK","Relocate 2022",2021,"Before",230000111602,"2","Riffle 2",32,178,155,0.5085302,48,"180",2087,"Cobble","LC1","LC",0.06,0.018288,0,0,0,0,1,0,""
"776",1176,2804557.07,1266606.11,7454.67,"PITRCK","Relocate 2022",2021,"Before",230000111645,"2","Riffle 2",32,134,101,0.33136484,91,"128",2037,"Cobble","SC2","SC",0.04,0.012192,0,0,0,0,0,0,"RS"
"777",1177,2804556.02,1266599.93,7454.48,"PITRCK","Relocate 2022",2021,"Before",228000607547,"2","Riffle 2",23,80,70,0.2296588,43,"64",370,"Gravel","VCG2","VCG",0.19,0.057912,1,0,0,0,0,0,"RS"
"778",1178,2804554.37,1266594.96,7454.49,"PITRCK","Relocate 2022",2021,"Before",230000111502,"2","Riffle 2",32,148,121,0.39698164,63,"128",2125,"Cobble","SC2","SC",1.55,0.47244,1,1,1,0,0,0,"RS"
"779",1179,2804555.03,1266588.91,7454.41,"PITRCK","Relocate 2022",2021,"Before",230000111504,"2","Riffle 2",32,166,128,0.41994752,81,"128",2127,"Cobble","SC2","SC",0.08,0.024384,0,0,0,1,0,0,""
"780",1180,2804553,1266581.78,7454.21,"PITRCK","Relocate 2022",2021,"Before",230000111572,"2","Riffle 2",32,162,104,0.34120736,67,"128",1710,"Cobble","SC2","SC",0.16,0.048768,0,0,0,1,0,0,""
"781",1181,2804553.1,1266575.7,7454.31,"PITRCK","Relocate 2022",2021,"Before",230000111729,"2","Riffle 2",32,346,280,0.9186352,115,">256",21300,"Boulder","SB1","SB",0.21,0.064008,0,0,0,0,0,0,"protruding"
"782",1182,2804549.02,1266568.88,7453.95,"PITRCK","Relocate 2022",2021,"Before",230000111538,"2","Riffle 2",32,186,126,0.41338584,93,"128",2956,"Cobble","SC2","SC",0.13,0.039624,0,0,0,0,0,0,""
"783",1183,2804551.99,1266562.1,7453.76,"PITRCK","Relocate 2022",2021,"Before",230000111727,"2","Riffle 2",32,165,125,0.410105,60,"128",2087,"Cobble","SC2","SC",0.22,0.067056,0,0,0,0,0,0,""
"784",1184,2804548.58,1266557.39,7453.65,"PITRCK","Relocate 2022",2021,"Before",228000607539,"2","Riffle 2",23,110,63,0.20669292,31,"64",372,"Gravel","VCG2","VCG",0.23,0.070104,0,1,0,0,0,0,""
"785",1185,2804550.99,1266552.51,7453.55,"PITRCK","Relocate 2022",2021,"Before",230000111709,"2","Riffle 2",32,201,182,0.59711288,58,"180",3584,"Cobble","LC1","LC",0.26,0.079248,0,0,0,0,0,0,""
"786",1186,2804549.92,1266546.56,7453.5,"PITRCK","Relocate 2022",2021,"Before",230000111605,"2","Riffle 2",32,140,121,0.39698164,59,"128",1380,"Cobble","SC2","SC",0.08,0.024384,0,0,0,0,0,0,""
"787",1187,2804548.73,1266541.6,7453.51,"PITRCK","Relocate 2022",2021,"Before",230000111694,"2","Riffle 2",32,150,109,0.35761156,88,"128",1738,"Cobble","SC2","SC",0.01,0.003048,0,0,0,0,0,0,""
"788",1188,2804547.38,1266536.6,7453.41,"PITRCK","Relocate 2022",2021,"Before",228000607514,"2","Riffle 2",23,139,64,0.20997376,54,"64",813,"Gravel","VCG2","VCG",0.17,0.051816,0,0,0,0,0,0,""
"789",1189,2804547.21,1266531.41,7453.64,"PITRCK","Relocate 2022",2021,"Before",230000111604,"2","Riffle 2",32,195,62,0.20341208,56,"90",1437,"Cobble","SC1","SC",0.06,0.018288,0,0,0,0,0,0,""
"790",1190,2804548.38,1266526.17,7453.72,"PITRCK","Relocate 2022",2021,"Before",230000111593,"2","Riffle 2",32,165,66,0.21653544,54,"90",1192,"Cobble","SC1","SC",0.18,0.054864,0,0,0,0,0,0,""
"791",1191,2804547.85,1266522.86,7453.74,"PITRCK","Relocate 2022",2021,"Before",230000111568,"2","Riffle 2",32,133,87,0.28543308,49,"90",784,"Cobble","SC1","SC",0.2,0.06096,0,0,0,0,0,0,""
"792",1192,2804547.37,1266517.19,7453.91,"PITRCK","Relocate 2022",2021,"Before",228000607540,"2","Riffle 2",23,100,67,0.21981628,46,"64",506,"Gravel","VCG2","VCG",0.02,0.006096,0,0,0,0,0,0,""
"793",1193,2804547.23,1266511.55,7454.08,"PITRCK","Relocate 2022",2021,"Before",230000111745,"2","Riffle 2",32,96,94,0.30839896,43,"90",833,"Cobble","SC1","SC",0.18,0.054864,0,0,0,0,0,0,""
"794",1194,2804546.69,1266506.71,7453.99,"PITRCK","Relocate 2022",2021,"Before",230000111622,"2","Riffle 2",32,122,66,0.21653544,42,"90",555,"Cobble","SC1","SC",0.05,0.01524,0,0,0,0,1,0,""
"795",1195,2804547.21,1266501.88,7454.13,"PITRCK","Relocate 2022",2021,"Before",228000607569,"2","Riffle 2",23,99,78,0.25590552,44,"64",493,"Gravel","VCG2","VCG",0.1,0.03048,0,0,0,1,0,0,""
"796",1196,2804544.81,1266498.06,7454.18,"PITRCK","Relocate 2022",2021,"Before",228000607558,"2","Riffle 2",23,88,73,0.23950132,38,"64",444,"Gravel","VCG2","VCG",0.36,0.109728,0,1,0,1,0,0,""
"797",1197,2804544.13,1266493.37,7454.35,"PITRCK","Relocate 2022",2021,"Before",228000607504,"2","Riffle 2",23,77,65,0.2132546,40,"64",362,"Gravel","VCG2","VCG",0.53,0.161544,1,1,1,1,0,0,""
"798",1198,2804543.81,1266487.34,7454.31,"PITRCK","Relocate 2022",2021,"Before",228000607545,"2","Riffle 2",23,71,65,0.2132546,55,"64",387,"Gravel","VCG2","VCG",0.23,0.070104,0,1,0,0,0,1,"detected tag, but did not find rock, possibly buried"
"799",1199,2804542.39,1266482.41,7454.94,"PITRCK","Relocate 2022",2021,"Before",228000607527,"2","Riffle 2",23,70,74,0.24278216,55,"64",425,"Gravel","VCG2","VCG",0.02,0.006096,0,0,0,1,1,0,""
"800",1200,2802796.87,1266335.45,7447.84,"PITRCK","Relocate 2022",2021,"Before",228000607568,"3","Riffle 3",23,91,69,0.22637796,40,"64",384,"Gravel","VCG2","VCG",0.69,0.210312,1,1,1,1,0,0,""
"801",1201,2802799.8,1266329.01,7447.33,"PITRCK","Relocate 2022",2021,"Before",230000111687,"3","Riffle 3",32,167,118,0.38713912,59,"128",1363,"Cobble","SC2","SC",1.61,0.490728,1,1,1,1,0,0,""
"802",1202,2802800.21,1266325.64,7447.41,"PITRCK","Relocate 2022",2021,"Before",230000111539,"3","Riffle 3",32,153,112,0.36745408,75,"128",1871,"Cobble","SC2","SC",0.59,0.179832,1,1,0,1,0,0,""
"803",1203,2802803.16,1266320.65,7447.22,"PITRCK","Relocate 2022",2021,"Before",230000111628,"3","Riffle 3",32,180,98,0.32152232,45,"90",1341,"Cobble","SC1","SC",0.51,0.155448,1,1,0,1,0,0,""
"804",1204,2802803.77,1266315.9,7447.4,"PITRCK","Relocate 2022",2021,"Before",230000111501,"3","Riffle 3",32,148,110,0.3608924,100,"128",2344,"Cobble","SC2","SC",2.17,0.661416,1,1,1,1,0,0,""
"805",1205,2802807.45,1266312.37,7447.26,"PITRCK","Relocate 2022",2021,"Before",230000111616,"3","Riffle 3",32,153,135,0.4429134,74,"128",2113,"Cobble","SC2","SC",1.07,0.326136,1,1,1,1,0,0,""
"806",1206,2802811.38,1266305.24,7447.2,"PITRCK","Relocate 2022",2021,"Before",228000607522,"3","Riffle 3",23,136,61,0.20013124,33,"64",516,"Gravel","VCG2","VCG",1.24,0.377952,1,1,1,1,0,0,""
"807",1207,2802812.97,1266302.97,7447.37,"PITRCK","Relocate 2022",2021,"Before",230000111524,"3","Riffle 3",32,154,89,0.29199476,64,"90",1292,"Cobble","SC1","SC",1.06,0.323088,1,1,1,1,0,0,""
"808",1208,2802816.04,1266297.18,7447.31,"PITRCK","Relocate 2022",2021,"Before",230000111537,"3","Riffle 3",32,158,99,0.32480316,67,"128",1856,"Cobble","SC2","SC",0.27,0.082296,0,0,0,1,0,0,""
"809",1209,2802818.48,1266291.01,7447.43,"PITRCK","Relocate 2022",2021,"Before",230000111552,"3","Riffle 3",32,120,126,0.41338584,78,"128",2224,"Cobble","SC2","SC",1.31,0.399288,1,1,1,0,0,0,""
"810",1210,2802820.54,1266287.42,7447.67,"PITRCK","Relocate 2022",2021,"Before",230000111640,"3","Riffle 3",32,336,221,0.72506564,183,"256",18800,"Cobble","LC2","LC",0.97,0.295656,1,1,0,0,0,0,"protruding"
"811",1211,2802825.22,1266282.7,7447.2,"PITRCK","Relocate 2022",2021,"Before",230000111591,"3","Riffle 3",32,150,122,0.40026248,61,"128",1204,"Cobble","SC2","SC",0.33,0.100584,1,0,0,1,0,0,"barely moved"
"812",1212,2802827.23,1266278.07,7447.32,"PITRCK","Relocate 2022",2021,"Before",230000111518,"3","Riffle 3",32,129,102,0.33464568,56,"90",1168,"Cobble","SC1","SC",0.19,0.057912,0,0,0,0,0,0,""
"813",1213,2802829.37,1266273.78,7447.19,"PITRCK","Relocate 2022",2021,"Before",228000607525,"3","Riffle 3",23,90,71,0.23293964,34,"64",414,"Gravel","VCG2","VCG",0.91,0.277368,1,1,1,1,0,0,""
"814",1214,2802833.02,1266269.96,7447.12,"PITRCK","Relocate 2022",2021,"Before",230000111528,"3","Riffle 3",32,116,93,0.30511812,67,"90",1027,"Cobble","SC1","SC",0.15,0.04572,0,0,0,0,0,0,""
"815",1215,2802835.56,1266262.88,7446.92,"PITRCK","Relocate 2022",2021,"Before",230000111571,"3","Riffle 3",32,126,87,0.28543308,39,"90",849,"Cobble","SC1","SC",0.35,0.10668,1,1,0,1,0,0,"barely moved"
"816",1216,2802838.86,1266259.48,7447.02,"PITRCK","Relocate 2022",2021,"Before",230000111662,"3","Riffle 3",32,136,83,0.27230972,60,"90",1117,"Cobble","SC1","SC",0.16,0.048768,0,0,0,1,0,0,""
"817",1217,2802840.6,1266254.96,7446.88,"PITRCK","Relocate 2022",2021,"Before",228000607515,"3","Riffle 3",23,61,57,0.18700788,54,"64",362,"Gravel","VCG2","VCG",0.27,0.082296,0,1,0,0,1,0,""
"818",1218,2802841.81,1266251.19,7446.75,"PITRCK","Relocate 2022",2021,"Before",230000111688,"3","Riffle 3",32,116,90,0.2952756,40,"90",655,"Cobble","SC1","SC",2.07,0.630936,1,1,1,1,0,0,""
"819",1219,2802843.52,1266247.44,7446.69,"PITRCK","Relocate 2022",2021,"Before",230000111579,"3","Riffle 3",32,121,89,0.29199476,53,"90",906,"Cobble","SC1","SC",0.2,0.06096,0,0,0,0,1,0,""
"820",1220,2802847.39,1266243.7,7446.87,"PITRCK","Relocate 2022",2021,"Before",228000607556,"3","Riffle 3",23,51,49,0.16076116,46,"64",159,"Gravel","VCG2","VCG",1.21,0.368808,1,1,1,1,0,0,""
"821",1221,2802850.38,1266240.36,7447.01,"PITRCK","Relocate 2022",2021,"Before",230000111630,"3","Riffle 3",32,115,98,0.32152232,59,"90",1042,"Cobble","SC1","SC",0.14,0.042672,0,0,0,1,0,0,""
"822",1222,2802852.24,1266237.25,7447.07,"PITRCK","Relocate 2022",2021,"Before",230000111509,"3","Riffle 3",32,103,99,0.32480316,48,"90",750,"Cobble","SC1","SC",0.83,0.252984,1,1,1,1,0,0,""
"823",1223,2802857.2,1266233.2,7447.5,"PITRCK","Relocate 2022",2021,"Before",230000111609,"3","Riffle 3",32,104,76,0.24934384,53,"90",580,"Cobble","SC1","SC",0.23,0.070104,1,0,0,1,0,0,""
"824",1224,2802859.92,1266228.07,7447.47,"PITRCK","Relocate 2022",2021,"Before",228000607562,"3","Riffle 3",23,74,50,0.164042,36,"45",173,"Gravel","VCG1","VCG",0.38,0.115824,0,1,1,1,1,0,""
"825",1225,2802814.01,1266342.3,7447.48,"PITRCK","Relocate 2022",2021,"Before",228000607502,"3","Riffle 3",23,118,54,0.17716536,52,"64",615,"Gravel","VCG2","VCG",1.03,0.313944,1,1,1,0,0,0,""
"826",1226,2802816.99,1266338.13,7447.2,"PITRCK","Relocate 2022",2021,"Before",230000111743,"3","Riffle 3",32,119,97,0.31824148,74,"90",1151,"Cobble","SC1","SC",0.47,0.143256,0,1,0,0,0,0,""
"827",1227,2802818.02,1266331.56,7447.29,"PITRCK","Relocate 2022",2021,"Before",230000111714,"3","Riffle 3",32,152,118,0.38713912,46,"128",1749,"Cobble","SC2","SC",0.84,0.256032,1,1,1,1,0,0,""
"828",1228,2802821.45,1266328.18,7447.15,"PITRCK","Relocate 2022",2021,"Before",230000111744,"3","Riffle 3",32,113,96,0.31496064,57,"90",914,"Cobble","SC1","SC",0.36,0.109728,0,1,0,0,0,0,""
"829",1229,2802822.92,1266323.76,7447.35,"PITRCK","Relocate 2022",2021,"Before",230000111702,"3","Riffle 3",32,115,108,0.35433072,100,"128",1144,"Cobble","SC2","SC",0.36,0.109728,0,1,0,0,1,0,""
"830",1230,2802826.18,1266320.53,7447.33,"PITRCK","Relocate 2022",2021,"Before",230000111740,"3","Riffle 3",32,145,94,0.30839896,62,"90",1384,"Cobble","SC1","SC",0.27,0.082296,1,0,0,0,1,1,"buried"
"831",1231,2802826.87,1266314.14,7447.53,"PITRCK","Relocate 2022",2021,"Before",230000111500,"3","Riffle 3",32,265,245,0.8038058,90,"256",12100,"Cobble","LC2","LC",0.71,0.216408,0,0,0,0,0,0,""
"832",1232,2802830.85,1266310.52,7447.18,"PITRCK","Relocate 2022",2021,"Before",228000607555,"3","Riffle 3",23,73,52,0.17060368,40,"64",263,"Gravel","VCG2","VCG",0.14,0.042672,0,0,0,0,1,1,"buried"
"833",1233,2802830.91,1266306.7,7447.33,"PITRCK","Relocate 2022",2021,"Before",230000111659,"3","Riffle 3",32,164,139,0.45603676,68,"128",2411,"Cobble","SC2","SC",0.23,0.070104,0,0,0,0,0,0,""
"834",1234,2802834.87,1266301.98,7447.38,"PITRCK","Relocate 2022",2021,"Before",230000111582,"3","Riffle 3",32,115,113,0.37073492,51,"90",1007,"Cobble","SC1","SC",0.43,0.131064,1,1,0,1,0,0,""
"835",1235,2802836.38,1266297.75,7447.31,"PITRCK","Relocate 2022",2021,"Before",230000111559,"3","Riffle 3",32,104,81,0.26574804,74,"90",892,"Cobble","SC1","SC",0.21,0.064008,0,0,0,0,1,0,""
"836",1236,2802837.83,1266291.74,7447.36,"PITRCK","Relocate 2022",2021,"Before",228000607510,"3","Riffle 3",23,82,65,0.2132546,40,"64",401,"Gravel","VCG2","VCG",0.62,0.188976,1,1,1,1,0,0,""
"837",1237,2802838.11,1266288.37,7447.44,"PITRCK","Relocate 2022",2021,"Before",230000111633,"3","Riffle 3",32,123,109,0.35761156,74,"128",1530,"Cobble","SC2","SC",0.25,0.0762,0,0,0,0,0,0,""
"838",1238,2802839.4,1266284.97,7447.35,"PITRCK","Relocate 2022",2021,"Before",230000111692,"3","Riffle 3",32,111,81,0.26574804,77,"90",969,"Cobble","SC1","SC",3.2,0.97536,1,1,1,0,0,0,""
"839",1239,2802844.83,1266279.14,7447.32,"PITRCK","Relocate 2022",2021,"Before",230000111724,"3","Riffle 3",32,169,128,0.41994752,69,"128",2436,"Cobble","SC2","SC",0.98,0.298704,1,1,1,0,0,0,""
"840",1240,2802848.72,1266275.32,7447.37,"PITRCK","Relocate 2022",2021,"Before",230000111617,"3","Riffle 3",32,327,250,0.82021,89,"256",9000,"Cobble","LC2","LC",0.21,0.064008,0,0,0,0,0,0,"protruding"
"841",1241,2802849.91,1266269.89,7447.13,"PITRCK","Relocate 2022",2021,"Before",228000607551,"3","Riffle 3",23,92,72,0.23622048,43,"64",477,"Gravel","VCG2","VCG",1.65,0.50292,1,1,1,0,0,0,""
"842",1242,2802852.62,1266266.66,7447.08,"PITRCK","Relocate 2022",2021,"Before",230000111546,"3","Riffle 3",32,135,108,0.35433072,38,"128",1187,"Cobble","SC2","SC",0.48,0.146304,1,1,0,0,0,0,""
"843",1243,2802854.79,1266262.44,7447.15,"PITRCK","Relocate 2022",2021,"Before",230000111635,"3","Riffle 3",32,100,86,0.28215224,60,"90",643,"Cobble","SC1","SC",0.73,0.222504,1,1,1,0,0,0,""
"844",1244,2802857.48,1266257.69,7447.11,"PITRCK","Relocate 2022",2021,"Before",228000607523,"3","Riffle 3",23,112,60,0.1968504,45,"64",579,"Gravel","VCG2","VCG",0.43,0.131064,1,1,1,0,0,0,""
"845",1245,2802859.26,1266252.09,7446.92,"PITRCK","Relocate 2022",2021,"Before",230000111597,"3","Riffle 3",32,130,76,0.24934384,70,"90",1058,"Cobble","SC1","SC",0.39,0.118872,1,1,0,0,0,0,""
"846",1246,2802860.86,1266249.12,7446.95,"PITRCK","Relocate 2022",2021,"Before",230000111600,"3","Riffle 3",32,107,90,0.2952756,49,"90",709,"Cobble","SC1","SC",0.64,0.195072,1,1,1,0,0,0,""
"847",1247,2802862.58,1266243.58,7447.2,"PITRCK","Relocate 2022",2021,"Before",230000111543,"3","Riffle 3",32,109,88,0.28871392,33,"90",649,"Cobble","SC1","SC",1.86,0.566928,1,1,1,0,0,0,""
"848",1248,2802865.14,1266239.06,7447.33,"PITRCK","Relocate 2022",2021,"Before",230000111663,"3","Riffle 3",32,96,77,0.25262468,43,"90",526,"Cobble","SC1","SC",1.24,0.377952,1,1,1,0,0,0,""
"849",1249,2802869.91,1266234.56,7447.6,"PITRCK","Relocate 2022",2021,"Before",230000111722,"3","Riffle 3",32,81,59,0.19356956,42,"64",385,"Gravel","VCG2","VCG",0.14,0.042672,0,0,0,0,1,1,"buried"
"850",1250,2802850.39,1266359.33,7447.41,"PITRCK","Relocate 2022",2021,"Before",228000607536,"3","Riffle 3",23,70,68,0.22309712,51,"64",373,"Gravel","VCG2","VCG",0.03,0.009144,0,0,0,0,1,1,"buried"
"851",1251,2802852.73,1266355.7,7447.55,"PITRCK","Relocate 2022",2021,"Before",230000111637,"3","Riffle 3",32,168,104,0.34120736,67,"128",1687,"Cobble","SC2","SC",0.64,0.195072,1,1,0,0,0,0,""
"852",1252,2802854.49,1266351.06,7447.32,"PITRCK","Relocate 2022",2021,"Before",230000111514,"3","Riffle 3",32,107,96,0.31496064,62,"90",894,"Cobble","SC1","SC",0.06,0.018288,0,0,0,1,0,0,""
"853",1253,2802857.35,1266346.6,7447.17,"PITRCK","Relocate 2022",2021,"Before",230000111573,"3","Riffle 3",32,137,93,0.30511812,55,"90",1165,"Cobble","SC1","SC",0.09,0.027432,0,0,0,0,1,1,"buried"
"854",1254,2802855.24,1266340.91,7447.41,"PITRCK","Relocate 2022",2021,"Before",230000111749,"3","Riffle 3",32,157,125,0.410105,80,"128",1961,"Cobble","SC2","SC",0.29,0.088392,0,0,0,1,0,0,""
"855",1255,2802860.85,1266338.31,7447.27,"PITRCK","Relocate 2022",2021,"Before",230000111520,"3","Riffle 3",32,134,95,0.3116798,42,"90",1088,"Cobble","SC1","SC",0.17,0.051816,0,0,0,0,0,0,""
"856",1256,2802863.13,1266333.74,7447.35,"PITRCK","Relocate 2022",2021,"Before",228000607500,"3","Riffle 3",23,102,64,0.20997376,55,"64",373,"Gravel","VCG2","VCG",0.12,0.036576,0,0,0,1,0,0,""
"857",1257,2802862.61,1266327.59,7447.38,"PITRCK","Relocate 2022",2021,"Before",230000111625,"3","Riffle 3",32,118,106,0.34776904,77,"128",1218,"Cobble","SC2","SC",0.09,0.027432,0,0,0,1,0,0,""
"858",1258,2802866.07,1266321.16,7447.81,"PITRCK","Relocate 2022",2021,"Before",230000111557,"3","Riffle 3",32,330,277,0.90879268,129,">256",17300,"Boulder","SB1","SB",0.16,0.048768,0,0,0,0,0,0,"protruding"
"859",1259,2802869.55,1266316.95,7447.62,"PITRCK","Relocate 2022",2021,"Before",230000111580,"3","Riffle 3",32,115,103,0.33792652,61,"90",1055,"Cobble","SC1","SC",0.02,0.006096,0,0,0,0,0,0,""
"860",1260,2802870.54,1266310.08,7447.37,"PITRCK","Relocate 2022",2021,"Before",228000607559,"3","Riffle 3",23,63,54,0.17716536,45,"64",235,"Gravel","VCG2","VCG",0.19,0.057912,0,1,0,0,0,0,""
